keyword,position,page,is_sponsored,brand,matched_sku,asin,title,price,product_url
noise earbuds,28,1,No,Noise,,B0FZ9Y2RJN,"Noise Newly Launch Buds Play Truly Wireless Earbuds with 40H of Playtime, Quad Mic with ENC, Low Latency for Gaming (Up to 50 Ms), 13mm Driver, BT V6.0(Blush Pink)","₹1,199",https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Latency/dp/B0FZ9Y2RJN/ref=sr_1_18
noise earbuds,29,1,No,Noise,,B0DS2WS827,"Noise Buds Trance in-Ear Truly Wireless Earbuds with 45H of Playtime, Low Latency(up to 40 ms), Instacharge(10 min=200 min), BT v5.3(True Blue)",₹999,https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Instacharge/dp/B0DS2WS827/ref=sr_1_19
noise earbuds,30,1,No,Noise,Noise Buds N2 Pro,B0FN7J4997,"Noise Buds N2 Pro Truly Wireless Earbuds with ANC (Up to 32dB), 70H Playtime, Dual Pairing, InstaCharge (10 Min = 200 Min), Bluetooth v6.0, Metallic Finish – Slate Black","₹1,599",https://www.amazon.in/Noise-Launched-Wireless-Playtime-Instacharge/dp/B0FN7J4997/ref=sr_1_20
noise earbuds,31,1,No,Noise,,B0CYPYNNVT,"Noise Pop Buds Truly Wireless Earbuds with 50H of Playtime, Quad Mic with ENC, Instacharge(10 Min=150 Min) Bluetooth V5.3(Moon Pop) True Wireless","₹1,023",https://www.amazon.in/Noise-Truly-Wireless-Bluetooth-Earbuds/dp/B0CYPYNNVT/ref=sr_1_21
noise earbuds,32,1,No,Noise,,B0GSZV3415,"Noise Newly Launched Buds E1 V2 in-Ear Truly Wireless Earbuds with Pebble Grain Design, 35H of Playtime, Quad mic ENC,10mm Driver, Low Latency, BT v5.3 (Dune Beige)","₹1,199",https://www.amazon.in/Noise-Launched-Wireless-Earbuds-Playtime/dp/B0GSZV3415/ref=sr_1_22
noise earbuds,4,2,Yes,Noise,,B0FTZD16TR,"Noise Buds Vector Truly Wireless Earbuds with Hi-Res Audio & LDAC, Best Bass & Call Clarity, 40H Playtime, Quad Mic ENC, Instacharge (10 Min = 120 Min), Bluetooth v5.3 – Midnight Blue","₹1,299",https://www.amazon.in/dp/B0FTZD16TR
noise earbuds,6,2,No,Noise,,B0CFYB2154,"Noise Aura Buds in Ear Truly Wireless Earbuds with 60H of Playtime, Quad Mic with ENC, Dual Device Pairing, Instacharge(10 Min=150 Min),12Mm Polymer Composite Driver,BT V5.3(Aura White)","₹1,099",https://www.amazon.in/Noise-Launched-Wireless-Instacharge-Composite/dp/B0CFYB2154/ref=sr_1_20
noise earbuds,7,2,No,Noise,,B0DNZTC6K7,"Noise Newly Launched Buds X2 in Ear Truly Wireless Earbuds with Massive 140H of Playtime, ANC (up to 32dB), Rubberised Finish, Dual Device Pairing, Dual EQ Modes, BT v5.3 (Ebony Black)","₹1,599",https://www.amazon.in/Noise-Truly-Wireless-Bluetooth-Earbuds/dp/B0DNZTC6K7/ref=sr_1_21
noise earbuds,8,2,Yes,Noise,,B0FHW8RKCN,"Noise Buds VS601 Wireless Earbuds, Bluetooth Earbuds with 50H Playtime, Quad Mic ENC for Clear Calls, 10mm Drivers, Dual Device Pairing, Transparent Case Design, Deep Bass, BT v5.3 (Silver Grey)","₹1,199",https://www.amazon.in/dp/B0FHW8RKCN
noise earbuds,9,2,Yes,Noise,,B0DGV5F9V4,"Noise Air Clips Wireless Open Ear Earbuds with Chrome Finish, AirWave™ Technology,Up-to 40H Playtime, Dual Device Pairing, Quad Mic with ENC,12mm Driver,BTv5.4 (Pearl White)","₹1,999",https://www.amazon.in/dp/B0DGV5F9V4
noise earbuds,15,2,No,Noise,,B0GWD68R5S,"Noise Newly Launch ALT Buds(S) Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, App Support, Instacharge, Dual Pairing, Low Latency for Gaming, 11mm Driver, BT V6.0 (Chosen Blue)","₹1,799",https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Instacharge/dp/B0GWD68R5S/ref=sr_1_24
noise earbuds,16,2,No,Noise,,B0GWDGNJC9,"Noise Alt Buds Open Wireless Open-Ear Earbuds (2026), Red Dot Award-Winning Design, Hi-Res LHDC Audio, AI-Powered, Quad Mic ENC, App Support, Up to 35H Playtime, Bluetooth v6.0 (Chosen Black)","₹4,499",https://www.amazon.in/Noise-Wireless-Award-Winning-AI-Powered-Bluetooth/dp/B0GWDGNJC9/ref=sr_1_25
noise earbuds,17,2,Yes,Noise,,B0G2CD1LHF,"Noise Master Buds 2 with Sound by Bose (2026),51dB Adaptive ANC, Hi-Res LHDC Audio,360° Spatial Audio with Head Tracking, 6-mic ENC, Dual Pairing, Noise AI & BT v6.1 (Mercury)","₹8,999",https://www.amazon.in/dp/B0G2CD1LHF
noise earbuds,19,2,No,Noise,,B09Y5N4M7Z,"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 Min=200 Min), 13Mm Driver, Low Latency, BT V5.2 (Snow White)","₹1,099",https://www.amazon.in/Noise-Bluetooth-Wireless-30-Hours-Instacharge/dp/B09Y5N4M7Z/ref=sr_1_28
noise earbuds,20,2,No,Noise,,B0GWD513TF,"Noise ALT Buds, 35dB ANC, Spatial Audio, 45Hrs Playtime, App Support, Ai Powered, Instacharge, Dual Pairing, BTv6.0 (Chosen Taupe (Metallic))","₹2,299",https://www.amazon.in/Noise-Spatial-Playtime-Instacharge-Metallic/dp/B0GWD513TF/ref=sr_1_29
noise earbuds,21,2,Yes,Other: GOBOULT,,B0H6B1L8N1,"GOBOULT Newly Launched Tenet Pro with ANC TWS Earbuds, 75H Playtime, Amp App Support, 32dB ANC, Quad Mic ENC, Dual Device Pairing, 13mm Driver Ear Buds, Bluetooth 6.0 Wireless Earbuds (Forest White)","₹1,799",https://www.amazon.in/dp/B0H6B1L8N1
noise earbuds,22,2,Yes,Other: Mivi,,B0G2GGLTMF,Mivi DuoPods Sync in Ear Earbuds | 60H Playtime Bluetooth Earphones Wireless | Earbuds ENC for Clear Calls | 13mm Drivers Ear Buds Wireless | Gaming Mode | BT 5.3 TWS ENC Earbuds Style | Earpods,₹799,https://www.amazon.in/dp/B0G2GGLTMF
noise earbuds,23,2,No,Noise,,B0GWD96NDL,"Noise Alt Clip Wireless Open-Earbuds (2026), Hi-Res LHDC Audio, AI-Powered, App Support, Up to 28H Playtime, Secure Clip Design, Quad mic ENC, BTv6.0 (Chosen Blue Light)","₹4,499",https://www.amazon.in/Noise-Wireless-Open-Earbuds-AI-Powered-Playtime/dp/B0GWD96NDL/ref=sr_1_32
noise earbuds,24,2,No,Other: OnePlus,,B0FMDL81GS,"OnePlus Nord Buds 3r TWS Earbuds up to 54 Hours Playback, 2-mic Clear Calls, 3D Spatial Audio, AI Translation, 12.4mm Drivers, Dual-Device Connectivity, 47ms Low Latency - Ash Black","₹1,749",https://www.amazon.in/OnePlus-Playback-Translation-Dual-Device-Connectivity/dp/B0FMDL81GS/ref=sr_1_33
noise earbuds,25,2,No,Noise,,B0G39WPJMS,"Noise Air Clips Pro Wireless Open-Ear Earbuds (2026), C-Bridge Clip Design, 360° Spatial Audio, AirWave™ Tech, AI Sound, 50H Playtime, Quad Mic ENC, BT v6.0 (Orbit Silver)","₹2,799",https://www.amazon.in/Noise-Wireless-Open-Ear-C-Bridge-AirWaveTM/dp/B0G39WPJMS/ref=sr_1_34
noise earbuds,26,2,No,Noise,,B0CYPZ6RPK,"Noise Buds Verve 2 in-Ear Truly Wireless Earbuds with Chrome Finish, 50H of Playtime, Quad Mic with ENC, 13mm Driver, Instacharge(10 min=200 min), BT v5.3(Forest Green)",,https://www.amazon.in/Noise-Launched-Wireless-Playtime-Instacharge/dp/B0CYPZ6RPK/ref=sr_1_35
noise earbuds,28,2,No,Noise,,B0FZ9YLWP1,"Noise Newly Launched Buds Connect 3 Truly Wireless Earbuds with 40H of Playtime, Quad Mic with ENC, Low Latency, 10mm Driver, BT V5.4(Slate Black)","₹1,299",https://www.amazon.in/Noise-Launched-Connect-Wireless-Playtime/dp/B0FZ9YLWP1/ref=sr_1_37
noise earbuds,29,2,No,Noise,,B0C23MGYWM,"Noise Buds VS201 V3 in-Ear Truly Wireless Earbuds with 60H of Playtime, Dual Equalizer, Full Touch Control, Mic, BTv5.1 (Matte Black)",₹979,https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Equalizer/dp/B0C23MGYWM/ref=sr_1_38
noise earbuds,30,2,No,Other: HAMMER,,B0GDTRYXYF,"HAMMER Airflow Neo Earbuds with 80H Playtime, 13mm Titanium Driver, 40ms Gaming Mode, Fast Charging Buds, Type-C Charging, Voice Assistant, Lightweight Dual-Tone Design (Grey)",₹599,https://www.amazon.in/HAMMER-Playtime-Assistant-Lightweight-Dual-Tone/dp/B0GDTRYXYF/ref=sr_1_39
noise earbuds,31,2,No,boAt,,B0GZNHB218,"boAt 2026 Launch Airdopes Joy v2, 35H Battery, Pocketable Design, ASAP™ Charge, 13mm Drivers, Easy Touch Controls, ENx™ Tech, IWP™ & App Support TWS Bluetooth Earbuds with mic (Dusty Rose)",₹899,https://www.amazon.in/boAt-Airdopes-Pocketable-Controls-Bluetooth/dp/B0GZNHB218/ref=sr_1_40
noise earbuds,32,2,No,Other: realme,,B0FBR6HGXM,"realme Buds T200x True Wireless Earbuds with 12.4mm Dynamic Bass Drivers, 25 dB ANC, Quad Mic, 45ms Latency, Upto 48 Hrs Playback, Fast Charge, IP55 Rated, BT 5.4 (Pure Black)","₹1,571",https://www.amazon.in/realme-Wireless-Earbuds-Dynamic-Playback/dp/B0FBR6HGXM/ref=sr_1_41
noise smartwatch,3,1,Yes,Noise,,B0GMKL443R,"NoiseFit Halo Limited Edition 1.43"" AMOLED Display, Bluetooth Calling Round Dial Smart Watch, Premium Metallic Build, Always on Display, Smart Gesture Control, 100 Sports Modes (Midnight Alloy)","₹2,699",https://www.amazon.in/dp/B0GMKL443R
noise smartwatch,4,1,Yes,Noise,,B0D7QK57R7,Noise,"₹4,999",https://www.amazon.in/dp/B0D7QK57R7
noise smartwatch,5,1,No,Noise,,B0BJ72WZQ7,Noise,"₹1,399",https://www.amazon.in/Noise-Launched-Bluetooth-Calling-Tracking/dp/B0BJ72WZQ7/ref=sr_1_3
noise smartwatch,6,1,No,Noise,,B0B6BLTGTT,Noise,"₹1,399",https://www.amazon.in/Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BLTGTT/ref=sr_1_4
noise smartwatch,7,1,Yes,Noise,,B0FNCPKFP6,Noise,"₹7,999",https://www.amazon.in/dp/B0FNCPKFP6
noise smartwatch,8,1,Yes,Noise,,B0D6N83X6D,Noise,"₹3,499",https://www.amazon.in/dp/B0D6N83X6D
noise smartwatch,12,1,No,Noise,,B0CQRQK8L8,Noise,"₹1,299",https://www.amazon.in/Noise-Launched-Bluetooth-Detection-Smartwatch/dp/B0CQRQK8L8/ref=sr_1_7
noise smartwatch,13,1,No,Noise,,B0D6GK2871,Noise,"₹2,499",https://www.amazon.in/Noise-Display-Functional-Premium-Metallic/dp/B0D6GK2871/ref=sr_1_8
noise smartwatch,14,1,Yes,Other: Fire,,B0DSF243J4,Fire-Boltt,"₹1,099",https://www.amazon.in/dp/B0DSF243J4
noise smartwatch,15,1,Yes,Noise,,B0GT5FZQ6Y,Noise,"₹5,999",https://www.amazon.in/dp/B0GT5FZQ6Y
noise smartwatch,16,1,No,Noise,,B0BW4BFBD5,Noise,"₹1,299",https://www.amazon.in/Noise-Launched-Bluetooth-Assistance-Metallic/dp/B0BW4BFBD5/ref=sr_1_11
noise smartwatch,17,1,No,Noise,,B0CG1Y3336,Noise,"₹1,999",https://www.amazon.in/Noise-Launched-Display-Calling-Battery/dp/B0CG1Y3336/ref=sr_1_12
noise smartwatch,18,1,No,boAt,,B0FLF41YJ4,boAt,"₹1,399",https://www.amazon.in/Smartwatch-Display-Animated-Functional-Multiple/dp/B0FLF41YJ4/ref=sr_1_13
noise smartwatch,19,1,No,Noise,,B0DNQQ67JY,Noise,"₹1,499",https://www.amazon.in/Noise-Vibrant-Bluetooth-Metallic-Assistance/dp/B0DNQQ67JY/ref=sr_1_14
noise smartwatch,20,1,No,Noise,,B0F4RH8CHC,Noise,"₹1,799",https://www.amazon.in/Noise-ColorFit-Icon-Smartwatch-Starlight/dp/B0F4RH8CHC/ref=sr_1_15
noise smartwatch,23,1,No,Noise,,B0FPCZ6Q8Y,Noise,"₹1,599",https://www.amazon.in/Noise-Display-TruSync%E1%B5%80%E1%B4%B9-Tracking-Midnight/dp/B0FPCZ6Q8Y/ref=sr_1_16
noise smartwatch,24,1,No,Noise,,B0GMK9KF8Z,Noise,"₹1,599",https://www.amazon.in/Noise-Bluetooth-Calling-Display-Tracking/dp/B0GMK9KF8Z/ref=sr_1_17
noise smartwatch,25,1,No,Noise,,B0F4RHPQPN,Noise,"₹1,499",https://www.amazon.in/Noise-Immersive-Smartwatch-Resistant-Functional/dp/B0F4RHPQPN/ref=sr_1_18
noise smartwatch,26,1,No,Noise,,B0FQV97BWX,Noise,"₹5,499",https://www.amazon.in/Noise-NoiseFit-Halo-Smartwatch-Elite/dp/B0FQV97BWX/ref=sr_1_19
noise smartwatch,27,1,No,Noise,,B0B5LWP12T,Noise,"₹1,299",https://www.amazon.in/Noise-Bluetooth-Tracking-Detection-Midnight/dp/B0B5LWP12T/ref=sr_1_20
noise smartwatch,28,1,No,Noise,,B0FC6CGZTP,Noise,"₹6,499",https://www.amazon.in/Noise-Compatible-Geofencing-Monitoring-Emergency/dp/B0FC6CGZTP/ref=sr_1_21
noise smartwatch,29,1,No,Noise,,B0BMVRPGH5,Noise,"₹1,999",https://www.amazon.in/NoiseFit-Bluetooth-Functional-Assistance-Tracker/dp/B0BMVRPGH5/ref=sr_1_22
noise smartwatch,6,2,No,Other: Fire,,B0BF4YBLPX,Fire-Boltt,"₹1,199",https://www.amazon.in/Fire-Boltt-Bluetooth-Calling-Assistance-Resolution/dp/B0BF4YBLPX/ref=sr_1_20
noise smartwatch,7,2,No,Noise,,B0BNNC7R2W,"NoiseFit Halo 1.43"" AMOLED Display, Bluetooth Calling Round Dial Smart Watch, Premium Metallic Build, Always on Display, Smart Gesture Control, 100 Sports Modes (Forest Green)","₹2,699",https://www.amazon.in/NoiseFit-Display-Bluetooth-Calling-Metallic/dp/B0BNNC7R2W/ref=sr_1_21
noise smartwatch,8,2,Yes,Noise,,B0D6N5V9PY,Noise,"₹3,499",https://www.amazon.in/dp/B0D6N5V9PY
noise smartwatch,9,2,Yes,Noise,,B0BN1X7ZVT,"NoiseFit Halo 1.43"" AMOLED Display, Bluetooth Calling Round Dial Smart Watch, Premium Metallic Build, Always on Display, Smart Gesture Control, 100 Sports Modes (Classic Black)","₹2,799",https://www.amazon.in/dp/B0BN1X7ZVT
noise smartwatch,13,2,No,Noise,,B0CG1T39PB,Noise,"₹3,499",https://www.amazon.in/Noise-Launched-Endeavour-Display-Calling/dp/B0CG1T39PB/ref=sr_1_24
noise smartwatch,14,2,No,Noise,,B0C4Q5HNMH,Noise,,https://www.amazon.in/Noise-Display-Bluetooth-Calling-Stainless/dp/B0C4Q5HNMH/ref=sr_1_25
noise smartwatch,15,2,Yes,Noise,,B0D4Q7CH4M,Noise,"₹2,699",https://www.amazon.in/dp/B0D4Q7CH4M
noise smartwatch,16,2,Yes,Noise,,B0GT5BKZB2,Noise,"₹5,999",https://www.amazon.in/dp/B0GT5BKZB2
noise smartwatch,18,2,No,Noise,,B0FC69FZ5N,Noise,"₹1,999",https://www.amazon.in/Noise-Switchable-Bumpers-Learning-Parental/dp/B0FC69FZ5N/ref=sr_1_29
noise smartwatch,19,2,Yes,Other: Fire,,B0C497MSQN,Fire-Boltt,"₹1,299",https://www.amazon.in/dp/B0C497MSQN
noise smartwatch,20,2,Yes,Other: Fire,,B0G61HJYR3,Fire-Boltt,"₹1,199",https://www.amazon.in/dp/B0G61HJYR3
noise smartwatch,21,2,No,Noise,,B0C5X2JV72,Noise,"₹2,999",https://www.amazon.in/Noise-Smartwatch-Diamond-Metallic-Display/dp/B0C5X2JV72/ref=sr_1_32
noise smartwatch,26,2,No,Noise,,B0FWCRMYGT,Noise,"₹4,999",https://www.amazon.in/Noise-Smartwatch-Tracking-Temperature-Location/dp/B0FWCRMYGT/ref=sr_1_34
noise smartwatch,27,2,No,Other: Fire,,B0DT9ZPRRB,Fire-Boltt,"₹1,799",https://www.amazon.in/Fire-Boltt-Stainless-Bluetooth-Assistant-Monitoring/dp/B0DT9ZPRRB/ref=sr_1_35
noise smartwatch,28,2,No,Noise,,B0CFYP7XR3,Noise,"₹3,499",https://www.amazon.in/Noise-Biggest-personalization-Productivity-Rosegold/dp/B0CFYP7XR3/ref=sr_1_36
noise smartwatch,29,2,No,Other: Bouncefit,,B0C6F3Z5Y1,Bouncefit,₹396,https://www.amazon.in/Bouncefit-D20-Fitness-Band-Smartwatch/dp/B0C6F3Z5Y1/ref=sr_1_37
noise smartwatch,30,2,No,Noise,Noise ColorFit Ultra 3,B0H83PPKPD,Noise Original Watch Cable for Twist/Pulse 2 Max/Pulse Go Buzz/Halo/Halo Plus/Pulse Grand/Quad Call/ColorFit Pro 4/Pro 4 Alpha/ColorFit Pulse/Pulse 3/ColorFit Ultra/Ultra 3/Pulse Buzz Smartwatches,₹129,https://www.amazon.in/Noise-Original-Watch-ColorFit-Smartwatches/dp/B0H83PPKPD/ref=sr_1_38
noise smartwatch,31,2,No,Noise,Noise ColorFit Ultra 3,B09HN6QB25,Noise ColorFit Charger for TWIST/Pulse 2 Max/Pulse Go Buzz/Halo/Halo Plus/Pulse Grand/Quad Call/ColorFit Pro 4/Pro 4 Alpha/ColorFit Pulse/Pulse 3/ColorFit Ultra/Ultra 3/Pulse Buzz smartwatches,₹169,https://www.amazon.in/iTronix-Replacement-ColorFit-NoiseFit-Smartwatches/dp/B09HN6QB25/ref=sr_1_39
noise smartwatch,32,2,No,Noise,,B0BGRQTVXY,(Pack of 02 Premium Ultra Clear & Flexible TPU Screen Protector for Noise Pulse 2 Max Smartwatch,₹146,https://www.amazon.in/beautss-Premium-Flexible-Protector-Smartwatch/dp/B0BGRQTVXY/ref=sr_1_40
noise smartwatch,33,2,No,Noise,,B0BJC66JCC,"Strapy 19mm Soft Silicone Strap Band for Noise Colorfit Beat Smartwatch Only, Looks Classic for Men Women (This Item is only Strap Band)",₹269,https://www.amazon.in/Strapy-Silicone-Colorfit-Smartwatch-Classic/dp/B0BJC66JCC/ref=sr_1_41
